0.13225374	-0.004378666	-0.05199476	0.13691188	0.05203577	0.18823384	0.14414194	0.031778138	0.09607251	0.06715033	0.011107567	-0.0023831718	0.04932861	0.18014665	-0.103549615	0.049855467
0.21604419	0.3477026	0.0060441005	0.49105796	-0.18338983	0.082912	-0.09617692	0.07313625	0.14998426	-0.24554844	0.08866185	-0.20089988	0.38431147	0.46918303	-0.23692459	0.3722281
0.13269466	-0.16726024	0.021889849	-0.15944885	0.123996094	0.005479974	-0.21300744	0.30207598	0.046044447	0.23696922	-0.33954442	-0.009268028	0.029247565	-0.06370083	0.013482071	-0.08015651
0.20035876	-0.18401478	-0.16536805	0.10584971	0.19835557	0.019921947	0.108387314	-0.04999421	-0.020920917	0.14209294	-0.076510474	0.14288238	-0.108426414	-0.0327395	0.117191695	-0.11409333
-0.090911016	-0.026613107	-0.051870905	-0.093786776	-0.012474168	0.20592454	0.31700662	-0.019746328	0.07130134	-0.11857166	0.08020048	0.07919879	-0.11949254	-0.029956661	0.00362813	-0.018737251
0.35349232	-0.491587	0.21100907	-0.39726242	0.43552336	-0.2168128	-0.46577585	0.4794058	-0.2095746	0.536607	-0.7221864	0.051047564	-0.12045811	-0.29070193	0.11094958	-0.47860175
0.1832681	0.08456393	-0.0694959	0.19941032	0.07971107	0.08092974	-0.003213767	-0.025673244	0.01909485	0.026556924	0.042290475	-0.010878966	0.14240669	0.1939759	-0.15396008	0.018231798
-0.020435216	0.0020943235	0.16070306	0.02322332	-0.05218158	0.20041884	0.04210085	0.056787726	0.035538048	-0.052523315	-0.111243665	-0.12538126	0.109937675	0.11742188	-0.20390412	-0.0052524637
-0.3084459	-0.48210803	0.30097792	-0.5912151	0.31251192	0.27531004	0.2193371	0.23426287	-0.09237367	0.4452426	-0.5541963	0.27851605	-0.3988783	-0.40890458	0.07469652	-0.48842436
0.26795256	-0.059481096	-0.014500871	0.13871284	0.17247786	-0.060034253	-0.22052133	0.10553922	-0.10062835	0.26162663	-0.26288942	-0.11222722	0.10646387	0.1827242	-0.09511127	-0.079238996
0.16877957	0.22240134	0.22663045	0.40165353	0.17484741	0.38712186	-0.23137769	-0.39372084	-0.27296478	0.115652815	-0.09868213	-0.3459987	0.41850886	0.3504365	-0.5141264	-0.08105152
-0.45188412	-0.042643137	0.44359437	-0.23959528	-0.017333275	0.51056564	0.35837147	-0.1272031	-0.012841943	-0.13149197	-0.04545183	-0.17525806	0.11047028	-0.11379171	-0.4512998	-0.15881816
-0.41079375	-0.23547445	-0.06370605	-0.33014247	-0.020765591	0.2948168	0.5659384	-0.17809284	0.16886266	-0.076735266	0.22319606	0.3269117	-0.3409658	-0.33325598	0.11658952	-0.10363653
0.23466943	0.19446859	-0.102456845	0.28823385	-0.088312894	-0.017588783	0.0233724	0.09843624	0.24212752	-0.09127147	0.089748114	-0.011004312	0.117835075	0.303109	-0.036634006	0.22197208
0.10481736	0.29773322	-0.323873	0.3026049	-0.35872632	-0.17756163	0.23753539	0.079678625	0.3580749	-0.34514952	0.31550094	0.16513751	-0.030895393	0.39865452	0.23222412	0.4005769
-0.19507171	0.38138643	0.10137693	0.37813038	-0.30958396	0.3089482	0.08757676	0.07530422	0.23929898	-0.396704	0.23815773	-0.17494965	0.28719023	0.45110223	-0.24504866	0.3344022
-0.2747022	0.2368761	-0.08678673	-0.023325004	-0.406159	0.17328972	0.38331136	0.22241765	0.450515	-0.34632158	0.2740148	0.15937981	-0.062103093	0.20454392	0.057021122	0.40036765
0.32649368	0.07447808	-0.35762265	0.23558429	-0.03702815	-0.277443	0.064785406	0.15532114	0.23911238	0.0047158673	0.0673319	0.3057657	-0.08604457	0.17039621	0.2605815	0.15707864
0.80422586	-0.3013379	-0.57887864	0.21889172	0.45944443	-0.68961096	-0.90730584	0.40317434	-0.21328183	0.6177681	-0.6283391	0.17006229	-0.053761426	0.14993493	0.42031905	-0.3507868
0.035355385	-0.15669149	-0.15810366	0.19717215	0.21195154	0.24236326	0.3470405	-0.5501723	-0.24833155	0.06646819	0.036177892	0.1843016	-0.19817287	-0.15824506	-0.12072745	-0.24839365
0.116167456	-0.14373508	0.007397228	0.22458878	0.27841833	0.23908335	0.15428834	-0.45891353	-0.27267054	0.1938398	0.0010179268	0.014409025	0.06208977	-0.042459656	-0.1531312	-0.26634854
0.00020649539	-0.10710936	0.23648699	-0.32576752	-0.09910512	-0.011621212	-0.31157717	0.42569366	0.14292897	0.11284	-0.43972567	-0.117789626	0.056237195	-0.06771581	-0.015932385	0.03183872
-0.41494703	0.05896459	0.29242575	-0.011915169	-0.14408346	0.41919073	0.15318279	0.02004532	0.1828255	-0.21415487	-0.020442577	-0.1808203	0.101466246	0.19795403	-0.37742868	0.09094598
0.31758904	0.21264523	0.12871747	0.21416128	0.05137986	-0.17716861	-0.48486552	0.28177088	-0.044147443	0.16899382	-0.36524323	-0.3492942	0.36153248	0.37749144	-0.22213219	0.057424866
0.22951509	0.07231904	0.008362159	0.04143857	-0.096990265	-0.17316176	-0.30551285	0.34152856	0.23257582	0.073775426	-0.21211714	-0.056192074	0.123023205	0.1747816	0.05753563	0.19169773
-0.38990292	-0.27789402	0.3070101	-0.42014316	0.2210086	0.38582596	0.36232686	-0.17456336	-0.22368717	0.08655511	-0.22804338	-0.015757443	-0.11812214	-0.2916278	-0.27523744	-0.37750584
-0.24045628	-0.25883245	-0.098879226	-0.30014595	0.094250046	0.13256754	0.37702042	-0.015758224	0.06939598	0.02928706	-0.02616853	0.24669081	-0.3557135	-0.2581766	0.16130768	-0.153781
-0.75884557	0.49060962	0.7558016	-0.43808803	-0.5322841	0.7763185	-0.290075	0.6022223	0.42406884	-0.5748739	-0.2095859	-0.548626	0.49103343	0.42011178	-0.7931113	0.4828629
0.15109318	0.15983345	0.0766241	0.22383478	-0.027993083	-0.022592098	-0.18511604	0.048696615	-0.018315488	-0.036637843	-0.00077237043	-0.13796864	0.20901744	0.24619472	-0.13751973	0.13288817
